Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН-ТЕВА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;31;плива хрватска д.о.о.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_teva_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;ГЛЕВО ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №5;4;гленмарк фармасьютикал лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/glevo_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_5/
apteka22;Инфекционные заболевания;ФУРАЗОЛИДОН ТАБЛЕТКИ 50МГ №20;8;ооо южфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furazolidon_tabletki_50mg_20_1/
apteka22;Инфекционные заболевания;АМИНТАКС СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ 35000МЕ 100000МЕ 35000МЕ №10;48;ооо альтфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amintaks_suppozitorii_vaginalnye_35000me_100000me_35000me_10/
apteka22;Инфекционные заболевания;РИНОБАКТ СПРЕЙ НАЗАЛЬНЫЙ 1.25% 10МЛ;31;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/rinobakt_sprey_nazalnyy_1_25_10ml_/
apteka22;Инфекционные заболевания;АМОСИН ТАБЛЕТКИ 500МГ №20;14;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amosin_tabletki_500mg_20/
apteka22;Инфекционные заболевания;СИНТОМИЦИН ЛИНИМЕНТ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ 10% 25Г;13;оао нижфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/sintomitsin_liniment_dlya_mestnogo_primeneniya_10_25g_1/
apteka22;Инфекционные заболевания;ЛЕВОМИЦЕТИН АКТИТАБ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;12;ао алиум;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levomitsetin_aktitab_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;ФУРАДОНИН ТАБЛЕТКИ 100МГ №20;20;ооо южфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furadonin_tabletki_100mg_20/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН-АКОС ТАБЛЕТКИ 250МГ №20;8;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_akos_tabletki_250mg_20/
apteka22;Инфекционные заболевания;МЕРОПЕНЕМ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 1000МГ №10 /В КОМПЛ С РАСТВ НАТРИЯ ХЛОРИД (АМПУЛЫ) 5МЛ-20ШТ/;341;ао биохимик;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/meropenem_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_vvedeniya_1000mg_10_v_kompl_s_ras/
apteka22;Инфекционные заболевания;ТЕТРАЦИКЛИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 100МГ №20;8;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tetratsiklin_tabletki_pokrytye_plenochnoy_obolochkoy_100mg_20_1/
apteka22;Инфекционные заболевания;АМОКСИВАН ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 1000МГ 200МГ №1;8;ооо рузфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksivan_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_vvedeniya_1000mg_200mg_1/
apteka22;Инфекционные заболевания;ЦЕФИНВИК ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 500МГ №1 В КОМПЛЕКТЕ С РАСТВОРИТЕЛЕМ: ВОДА ДЛЯ ИНЪЕКЦИЙ (АМПУЛЫ) 5 МЛ-1 ШТ;6;оао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsefinvik_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_500_1/
apteka22;Инфекционные заболевания;ЭРИТРОМИЦИН МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 10000ЕД/Г 15Г;8;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/eritromitsin_maz_dlya_naruzhnogo_primeneniya_10000ed_g_15g/
apteka22;Инфекционные заболевания;СТОПДИАР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 100МГ №24;32;ао гедеон рихтер-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/stopdiar_tabletki_pokrytye_plenochnoy_obolochkoy_100mg_24/
apteka22;Инфекционные заболевания;ФУРАДОНИН АВЕКСИМА ТАБЛЕТКИ 50МГ №20;11;оао ирбитский химфармзавод;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furadonin_aveksima_tabletki_50mg_20/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;30;ао биохимик;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;УРОНОРМИН-Ф ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ 3Г 8Г;47;оао фармстандарт-лексредства;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/uronormin_f_poroshok_dlya_prigotovleniya_rastvora_dlya_priema_vnutr_3g_8g/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН СР-ВЕРТЕКС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 500МГ №14;76;ао вертекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_sr_verteks_tabletki_pokrytye_plenochnoy_obolochkoy_s_prolongirovannym_vysvobozhdeniem_1/
apteka22;Инфекционные заболевания;ТЕТРАЦИКЛИН-АКОС МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 3% 15Г;9;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tetratsiklin_akos_maz_dlya_naruzhnogo_primeneniya_3_15g/
apteka22;Инфекционные заболевания;ЦЕФЕПИМ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1;12;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsefepim_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_1000_3/
apteka22;Инфекционные заболевания;ЦЕФОТАКСИМ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1;3;оао бзмп;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsefotaksim_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_1_8/
apteka22;Инфекционные заболевания;СПЕКТРАЦЕФ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200МГ №20;164;мейджи фарма спейн с.а.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/spektratsef_tabletki_pokrytye_plenochnoy_obolochkoy_200mg_20/
apteka22;Инфекционные заболевания;ЛЕВОКСИМЕД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №7;41;берко илач ве кимья санайи а.ш.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levoksimed_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_7/
apteka22;Инфекционные заболевания;АЗИТРОМИЦИН ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ КОНЦЕНТРАТА ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНФУЗИЙ 500МГ;13;пао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/azitromitsin_liofilizat_dlya_prigotovleniya_kontsentrata_dlya_prigotovleniya_rastvora_dlya_infuziy_5/
apteka22;Инфекционные заболевания;ФУРАДОНИН ТАБЛЕТКИ 100МГ №20;23;ао олайнфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furadonin_tabletki_100mg_20_2/
apteka22;Инфекционные заболевания;СТОПДИАР КАПСУЛЫ 200МГ №12;41;гедеон рихтер ко. лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/stopdiar_kapsuly_200mg_12/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН-АКРИХИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;39;адифарм еад;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_akrikhin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;ЦЕФТРИАКСОН-АКОС ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 2Г №1;8;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tseftriakson_akos_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvede_3/
apteka22;Инфекционные заболевания;ЛИНКОМИЦИНА ГИДРОХЛОРИД РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 300МГ/МЛ 1МЛ №10;8;руп белмедпрепараты;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/linkomitsina_gidrokhlorid_rastvor_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_300mg_ml_1ml_10/
apteka22;Инфекционные заболевания;АЗИТРОМИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №3;9;ао биохимик;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/azitromitsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_3_4/
apteka22;Инфекционные заболевания;ЭРИТРОМИЦИН ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250МГ №20;14;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/eritromitsin_tabletki_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_250mg_20/
apteka22;Инфекционные заболевания;АМИКАЦИН ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 500МГ №1;4;оао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amikatsin_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_500_1/
apteka22;Инфекционные заболевания;ЦИПРОФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;7;ао рафарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsiprofloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10__2/
apteka22;Инфекционные заболевания;ФРОМИЛИД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;47;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/fromilid_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;ЛЕВОМИЦЕТИН РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ СПИРТОВОЙ 3% 25МЛ;4;оао тверская фармацевтическая фабрика;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levomitsetin_rastvor_dlya_naruzhnogo_primeneniya_spirtovoy_3_25ml/
apteka22;Инфекционные заболевания;АДИСОРД СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ 200МГ/5МЛ 90МЛ;34;ооо авз с-п;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/adisord_suspenziya_dlya_priema_vnutr_200mg_5ml_90ml_/
apteka22;Инфекционные заболевания;ТЕТРАЦИКЛИН-ЛЕКТ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 100МГ №20;8;оао тхфз;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tetratsiklin_lekt_tabletki_pokrytye_plenochnoy_obolochkoy_100mg_20/
apteka22;Инфекционные заболевания;ХЕМОМИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №3;25;хемофарм а.д.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/khemomitsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_3/
apteka22;Инфекционные заболевания;ЛЕВОМИЦЕТИН РЕНЕВАЛ РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ СПИРТОВОЙ 1% 25МЛ;9;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levomitsetin_reneval_r_r_d_naruzhn_prim_spirt_1_25ml/
apteka22;Инфекционные заболевания;МОКСИФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400МГ №5;17;реплек фарм ооо скопье;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/moksifloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_400mg_5/
apteka22;Инфекционные заболевания;СИНТОМИЦИН ЛИНИМЕНТ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ 10% 25Г;7;ао алтайвитамины;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/sintomitsin_liniment_dlya_mestnogo_primeneniya_10_25g__2/
apteka22;Инфекционные заболевания;ФУРАГИН ТАБЛЕТКИ 50МГ №30;25;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furagin_tabletki_50mg_30/
apteka22;Инфекционные заболевания;ФОСФОРАЛ РОМФАРМ ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ 3000МГ №1;42;к.о. ромфарм компани с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/fosforal_romfarm_granuly_dlya_prigotovleniya_rastvora_dlya_priema_vnutr_3000mg_1/
apteka22;Инфекционные заболевания;МИНОЛЕКСИН КАПСУЛЫ 50МГ №20;73;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/minoleksin_kapsuly_50mg_20/
apteka22;Инфекционные заболевания;ХЕМОМИЦИН ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 200МГ/5МЛ 10Г В КОМПЛЕКТЕ С ЛОЖКОЙ МЕРНОЙ;16;хемофарм а.д.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/khemomitsin_poroshok_dlya_prigotovleniya_suspenzii_dlya_priema_vnutr_200mg_5ml_10g_v_komplekte_s_lozh/
apteka22;Инфекционные заболевания;ЦЕФОТАКСИМ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1;3;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsefotaksim_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_1_10/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН ТАБЛЕТКИ 250МГ №20;5;оао дальхимфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_tabletki_250mg_20/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН ЭКОЗИТРИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;45;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_ekozitrin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;ЭКОФУРИЛ СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ 200МГ/5МЛ 90МЛ;36;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/ekofuril_suspenziya_dlya_priema_vnutr_200mg_5ml_90ml/
